amplitude,location,draw,run,true_step,found_step,error,relative_error
1.25,0.5,12,transformer_add97_permuted_s4,30000.0,26486.0,-3514.0,-0.11713333333333334
1.25,0.5,13,transformer_add97_permuted_dense_s0,20000.0,3796.0,-16204.0,-0.8102
1.25,0.5,14,transformer_add97_permuted_s0,30000.0,4791.0,-25209.0,-0.8403
1.25,0.5,15,transformer_add97_permuted_s3,30000.0,28530.0,-1470.0,-0.049
1.25,0.5,16,transformer_add97_permuted_s2,30000.0,16955.0,-13045.0,-0.43483333333333335
1.25,0.5,17,transformer_add97_permuted_dense_s4,20000.0,7216.0,-12784.0,-0.6392
1.25,0.5,18,transformer_add97_permuted_s3,30000.0,28530.0,-1470.0,-0.049
1.25,0.5,19,transformer_add97_permuted_s3,30000.0,28530.0,-1470.0,-0.049
1.25,0.5,20,transformer_add97_permuted_dense_s1,20000.0,9430.0,-10570.0,-0.5285
1.25,0.5,21,transformer_add97_permuted_dense_s0,20000.0,3796.0,-16204.0,-0.8102
1.25,0.5,22,transformer_add97_permuted_dense_s1,20000.0,9430.0,-10570.0,-0.5285
1.25,0.5,23,transformer_add97_permuted_dense_s3,20000.0,4703.0,-15297.0,-0.76485
1.25,0.5,24,transformer_add97_permuted_dense_s1,20000.0,9430.0,-10570.0,-0.5285
1.25,0.5,25,transformer_add97_permuted_dense_s0,20000.0,3796.0,-16204.0,-0.8102
1.25,0.5,26,transformer_add97_permuted_dense_s2,20000.0,15265.0,-4735.0,-0.23675
1.25,0.5,27,transformer_add97_permuted_s1,30000.0,18264.0,-11736.0,-0.3912
1.25,0.5,28,transformer_add97_permuted_s0,30000.0,4791.0,-25209.0,-0.8403
1.25,0.5,29,transformer_add97_permuted_dense_s2,20000.0,15265.0,-4735.0,-0.23675
1.25,0.5,30,transformer_add97_permuted_s4,30000.0,26486.0,-3514.0,-0.11713333333333334
1.25,0.5,31,transformer_add97_permuted_s2,30000.0,16955.0,-13045.0,-0.43483333333333335
1.25,0.5,32,transformer_add97_permuted_s1,30000.0,18264.0,-11736.0,-0.3912
1.25,0.5,33,transformer_add97_permuted_s4,30000.0,26486.0,-3514.0,-0.11713333333333334
1.25,0.5,34,transformer_add97_permuted_s2,30000.0,16955.0,-13045.0,-0.43483333333333335
1.25,0.5,35,transformer_add97_permuted_dense_s1,20000.0,9430.0,-10570.0,-0.5285
1.25,0.5,36,transformer_add97_permuted_dense_s0,20000.0,3796.0,-16204.0,-0.8102
1.25,0.5,37,transformer_add97_permuted_s3,30000.0,28530.0,-1470.0,-0.049
1.25,0.5,38,transformer_add97_permuted_dense_s4,20000.0,7216.0,-12784.0,-0.6392
1.25,0.5,39,transformer_add97_permuted_dense_s0,20000.0,3796.0,-16204.0,-0.8102
1.25,0.65,0,transformer_add97_permuted_dense_s4,26000.0,4458.0,-21542.0,-0.8285384615384616
1.25,0.65,1,transformer_add97_permuted_dense_s3,26000.0,4703.0,-21297.0,-0.8191153846153846
1.25,0.65,2,transformer_add97_permuted_dense_s4,26000.0,4458.0,-21542.0,-0.8285384615384616
1.25,0.65,3,transformer_add97_permuted_dense_s4,26000.0,4458.0,-21542.0,-0.8285384615384616
1.25,0.65,4,transformer_add97_permuted_dense_s3,26000.0,4703.0,-21297.0,-0.8191153846153846
1.25,0.65,5,transformer_add97_permuted_dense_s4,26000.0,4458.0,-21542.0,-0.8285384615384616
1.25,0.65,6,transformer_add97_permuted_dense_s4,26000.0,4458.0,-21542.0,-0.8285384615384616
1.25,0.65,7,transformer_add97_permuted_s4,39000.0,38410.0,-590.0,-0.015128205128205128
1.25,0.65,8,transformer_add97_permuted_s1,39000.0,18264.0,-20736.0,-0.5316923076923077
1.25,0.65,9,transformer_add97_permuted_s2,39000.0,16955.0,-22045.0,-0.5652564102564103
1.25,0.65,10,transformer_add97_permuted_dense_s0,26000.0,3796.0,-22204.0,-0.854
1.25,0.65,11,transformer_add97_permuted_dense_s3,26000.0,4703.0,-21297.0,-0.8191153846153846
1.25,0.65,12,transformer_add97_permuted_s4,39000.0,38410.0,-590.0,-0.015128205128205128
1.25,0.65,13,transformer_add97_permuted_dense_s2,26000.0,13001.0,-12999.0,-0.49996153846153846
1.25,0.65,14,transformer_add97_permuted_s0,39000.0,4791.0,-34209.0,-0.8771538461538462
1.25,0.65,15,transformer_add97_permuted_s3,39000.0,28530.0,-10470.0,-0.2684615384615385
1.25,0.65,16,transformer_add97_permuted_s1,39000.0,18264.0,-20736.0,-0.5316923076923077
1.25,0.65,17,transformer_add97_permuted_s3,39000.0,28530.0,-10470.0,-0.2684615384615385
1.25,0.65,18,transformer_add97_permuted_dense_s1,26000.0,9430.0,-16570.0,-0.6373076923076924
1.25,0.65,19,transformer_add97_permuted_s0,39000.0,4791.0,-34209.0,-0.8771538461538462
1.25,0.65,20,transformer_add97_permuted_s1,39000.0,18264.0,-20736.0,-0.5316923076923077
1.25,0.65,21,transformer_add97_permuted_dense_s3,26000.0,4703.0,-21297.0,-0.8191153846153846
1.25,0.65,22,transformer_add97_permuted_s0,39000.0,4791.0,-34209.0,-0.8771538461538462
1.25,0.65,23,transformer_add97_permuted_s4,39000.0,38410.0,-590.0,-0.015128205128205128
1.25,0.65,24,transformer_add97_permuted_s2,39000.0,16955.0,-22045.0,-0.5652564102564103
1.25,0.65,25,transformer_add97_permuted_dense_s3,26000.0,4703.0,-21297.0,-0.8191153846153846
1.25,0.65,26,transformer_add97_permuted_dense_s0,26000.0,3796.0,-22204.0,-0.854
1.25,0.65,27,transformer_add97_permuted_dense_s1,26000.0,9430.0,-16570.0,-0.6373076923076924
1.25,0.65,28,transformer_add97_permuted_dense_s2,26000.0,13001.0,-12999.0,-0.49996153846153846
1.25,0.65,29,transformer_add97_permuted_s3,39000.0,28530.0,-10470.0,-0.2684615384615385
1.25,0.65,30,transformer_add97_permuted_dense_s2,26000.0,13001.0,-12999.0,-0.49996153846153846
1.25,0.65,31,transformer_add97_permuted_s3,39000.0,28530.0,-10470.0,-0.2684615384615385
1.25,0.65,32,transformer_add97_permuted_dense_s2,26000.0,13001.0,-12999.0,-0.49996153846153846
1.25,0.65,33,transformer_add97_permuted_s1,39000.0,18264.0,-20736.0,-0.5316923076923077
1.25,0.65,34,transformer_add97_permuted_s0,39000.0,4791.0,-34209.0,-0.8771538461538462
1.25,0.65,35,transformer_add97_permuted_s4,39000.0,38410.0,-590.0,-0.015128205128205128
1.25,0.65,36,transformer_add97_permuted_s0,39000.0,4791.0,-34209.0,-0.8771538461538462
1.25,0.65,37,transformer_add97_permuted_s4,39000.0,38410.0,-590.0,-0.015128205128205128
1.25,0.65,38,transformer_add97_permuted_s4,39000.0,38410.0,-590.0,-0.015128205128205128
1.25,0.65,39,transformer_add97_permuted_s2,39000.0,16955.0,-22045.0,-0.5652564102564103
1.25,0.8,0,transformer_add97_permuted_s1,48000.0,18264.0,-29736.0,-0.6195
1.25,0.8,1,transformer_add97_permuted_s3,48000.0,28530.0,-19470.0,-0.405625
1.25,0.8,2,transformer_add97_permuted_s4,48000.0,38410.0,-9590.0,-0.19979166666666667
1.25,0.8,3,transformer_add97_permuted_dense_s2,32000.0,12323.0,-19677.0,-0.61490625
1.25,0.8,4,transformer_add97_permuted_s0,48000.0,4791.0,-43209.0,-0.9001875
1.25,0.8,5,transformer_add97_permuted_dense_s1,32000.0,9430.0,-22570.0,-0.7053125
1.25,0.8,6,transformer_add97_permuted_dense_s1,32000.0,9430.0,-22570.0,-0.7053125
1.25,0.8,7,transformer_add97_permuted_s1,48000.0,18264.0,-29736.0,-0.6195
1.25,0.8,8,transformer_add97_permuted_dense_s0,32000.0,3796.0,-28204.0,-0.881375
1.25,0.8,9,transformer_add97_permuted_s2,48000.0,16955.0,-31045.0,-0.6467708333333333
1.25,0.8,10,transformer_add97_permuted_s3,48000.0,28530.0,-19470.0,-0.405625
1.25,0.8,11,transformer_add97_permuted_dense_s1,32000.0,9430.0,-22570.0,-0.7053125
1.25,0.8,12,transformer_add97_permuted_s1,48000.0,18264.0,-29736.0,-0.6195
1.25,0.8,13,transformer_add97_permuted_dense_s3,32000.0,4703.0,-27297.0,-0.85303125
1.25,0.8,14,transformer_add97_permuted_s3,48000.0,28530.0,-19470.0,-0.405625
1.25,0.8,15,transformer_add97_permuted_s4,48000.0,38410.0,-9590.0,-0.19979166666666667
1.25,0.8,16,transformer_add97_permuted_s0,48000.0,4791.0,-43209.0,-0.9001875
1.25,0.8,17,transformer_add97_permuted_s0,48000.0,4791.0,-43209.0,-0.9001875
1.25,0.8,18,transformer_add97_permuted_s2,48000.0,16955.0,-31045.0,-0.6467708333333333
1.25,0.8,19,transformer_add97_permuted_s0,48000.0,4791.0,-43209.0,-0.9001875
1.25,0.8,20,transformer_add97_permuted_s2,48000.0,16955.0,-31045.0,-0.6467708333333333
1.25,0.8,21,transformer_add97_permuted_dense_s1,32000.0,9430.0,-22570.0,-0.7053125
1.25,0.8,22,transformer_add97_permuted_s2,48000.0,16955.0,-31045.0,-0.6467708333333333
1.25,0.8,23,transformer_add97_permuted_s0,48000.0,4791.0,-43209.0,-0.9001875
1.25,0.8,24,transformer_add97_permuted_s2,48000.0,16955.0,-31045.0,-0.6467708333333333
1.25,0.8,25,transformer_add97_permuted_s0,48000.0,4791.0,-43209.0,-0.9001875
1.25,0.8,26,transformer_add97_permuted_dense_s3,32000.0,4703.0,-27297.0,-0.85303125
1.25,0.8,27,transformer_add97_permuted_dense_s0,32000.0,3796.0,-28204.0,-0.881375
1.25,0.8,28,transformer_add97_permuted_s0,48000.0,4791.0,-43209.0,-0.9001875
1.25,0.8,29,transformer_add97_permuted_s4,48000.0,38410.0,-9590.0,-0.19979166666666667
1.25,0.8,30,transformer_add97_permuted_dense_s0,32000.0,3796.0,-28204.0,-0.881375
1.25,0.8,31,transformer_add97_permuted_s0,48000.0,4791.0,-43209.0,-0.9001875
1.25,0.8,32,transformer_add97_permuted_dense_s4,32000.0,4458.0,-27542.0,-0.8606875
1.25,0.8,33,transformer_add97_permuted_dense_s0,32000.0,3796.0,-28204.0,-0.881375
1.25,0.8,34,transformer_add97_permuted_s0,48000.0,4791.0,-43209.0,-0.9001875
1.25,0.8,35,transformer_add97_permuted_s2,48000.0,16955.0,-31045.0,-0.6467708333333333
1.25,0.8,36,transformer_add97_permuted_s2,48000.0,16955.0,-31045.0,-0.6467708333333333
1.25,0.8,37,transformer_add97_permuted_s4,48000.0,38410.0,-9590.0,-0.19979166666666667
1.25,0.8,38,transformer_add97_permuted_s0,48000.0,4791.0,-43209.0,-0.9001875
1.25,0.8,39,transformer_add97_permuted_s0,48000.0,4791.0,-43209.0,-0.9001875
1.5,0.2,0,transformer_add97_permuted_s4,12000.0,8685.0,-3315.0,-0.27625
1.5,0.2,1,transformer_add97_permuted_dense_s3,8000.0,6840.0,-1160.0,-0.145
1.5,0.2,2,transformer_add97_permuted_s2,12000.0,16955.0,4955.0,0.41291666666666665
1.5,0.2,3,transformer_add97_permuted_dense_s1,8000.0,8031.0,31.0,0.003875
1.5,0.2,4,transformer_add97_permuted_dense_s3,8000.0,6840.0,-1160.0,-0.145
1.5,0.2,5,transformer_add97_permuted_s1,12000.0,8062.0,-3938.0,-0.32816666666666666
1.5,0.2,6,transformer_add97_permuted_s0,12000.0,8062.0,-3938.0,-0.32816666666666666
1.5,0.2,7,transformer_add97_permuted_dense_s1,8000.0,8031.0,31.0,0.003875
1.5,0.2,8,transformer_add97_permuted_s1,12000.0,8062.0,-3938.0,-0.32816666666666666
1.5,0.2,9,transformer_add97_permuted_s0,12000.0,8062.0,-3938.0,-0.32816666666666666
1.5,0.2,10,transformer_add97_permuted_s4,12000.0,8685.0,-3315.0,-0.27625
1.5,0.2,11,transformer_add97_permuted_s1,12000.0,8062.0,-3938.0,-0.32816666666666666
1.5,0.2,12,transformer_add97_permuted_s3,12000.0,12594.0,594.0,0.0495
1.5,0.2,13,transformer_add97_permuted_s4,12000.0,8685.0,-3315.0,-0.27625
1.5,0.2,14,transformer_add97_permuted_dense_s0,8000.0,8473.0,473.0,0.059125
1.5,0.2,15,transformer_add97_permuted_dense_s0,8000.0,8473.0,473.0,0.059125
1.5,0.2,16,transformer_add97_permuted_s0,12000.0,8062.0,-3938.0,-0.32816666666666666
1.5,0.2,17,transformer_add97_permuted_dense_s4,8000.0,7216.0,-784.0,-0.098
1.5,0.2,18,transformer_add97_permuted_s0,12000.0,8062.0,-3938.0,-0.32816666666666666
1.5,0.2,19,transformer_add97_permuted_s2,12000.0,16955.0,4955.0,0.41291666666666665
1.5,0.2,20,transformer_add97_permuted_dense_s3,8000.0,6840.0,-1160.0,-0.145
1.5,0.2,21,transformer_add97_permuted_dense_s1,8000.0,8031.0,31.0,0.003875
1.5,0.2,22,transformer_add97_permuted_s1,12000.0,8062.0,-3938.0,-0.32816666666666666
1.5,0.2,23,transformer_add97_permuted_dense_s3,8000.0,6840.0,-1160.0,-0.145
1.5,0.2,24,transformer_add97_permuted_s4,12000.0,8685.0,-3315.0,-0.27625
1.5,0.2,25,transformer_add97_permuted_dense_s0,8000.0,8473.0,473.0,0.059125
1.5,0.2,26,transformer_add97_permuted_s2,12000.0,16955.0,4955.0,0.41291666666666665
1.5,0.2,27,transformer_add97_permuted_s2,12000.0,16955.0,4955.0,0.41291666666666665
1.5,0.2,28,transformer_add97_permuted_dense_s2,8000.0,5825.0,-2175.0,-0.271875
1.5,0.2,29,transformer_add97_permuted_dense_s0,8000.0,8473.0,473.0,0.059125
1.5,0.2,30,transformer_add97_permuted_dense_s3,8000.0,6840.0,-1160.0,-0.145
1.5,0.2,31,transformer_add97_permuted_dense_s3,8000.0,6840.0,-1160.0,-0.145
1.5,0.2,32,transformer_add97_permuted_s4,12000.0,8685.0,-3315.0,-0.27625
1.5,0.2,33,transformer_add97_permuted_s3,12000.0,12594.0,594.0,0.0495
1.5,0.2,34,transformer_add97_permuted_dense_s2,8000.0,5825.0,-2175.0,-0.271875
1.5,0.2,35,transformer_add97_permuted_dense_s4,8000.0,7216.0,-784.0,-0.098
1.5,0.2,36,transformer_add97_permuted_s0,12000.0,8062.0,-3938.0,-0.32816666666666666
1.5,0.2,37,transformer_add97_permuted_s4,12000.0,8685.0,-3315.0,-0.27625
1.5,0.2,38,transformer_add97_permuted_dense_s1,8000.0,8031.0,31.0,0.003875
